TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
28152,"2024-10-18 00:17:35.602125",3709.17,274,refund,"Los Angeles",0
28153,"2024-07-10 09:56:35.602128",79.16,988,refund,"San Diego",0
28154,"2024-09-25 10:57:35.602131",2106.04,342,purchase,Chicago,0
28155,"2023-11-23 02:32:35.602135",4861.54,877,purchase,Chicago,0
28156,"2024-04-28 04:48:35.602138",2602.29,776,purchase,Dallas,0
28157,"2024-09-20 15:43:35.602142",2090.78,200,purchase,"New York",0
28158,"2024-02-23 20:43:35.602145",1574.49,460,purchase,Philadelphia,0
28159,"2024-06-27 22:08:35.602149",4749.91,881,purchase,Chicago,0
28160,"2024-03-27 16:02:35.602155",1969.39,953,purchase,"New York",0
28161,"2024-07-08 01:14:35.602160",3877.8,449,refund,Chicago,0
28162,"2024-04-28 02:46:35.602166",3209.73,14,purchase,"San Antonio",0
28163,"2024-05-17 00:58:35.602172",2550.43,787,purchase,Chicago,0
28164,"2024-05-24 05:42:35.602176",144.35,777,purchase,"Los Angeles",0
28165,"2024-04-25 10:55:35.602179",4761.32,430,refund,"Los Angeles",0
28166,"2023-11-06 11:04:35.602182",471.68,847,purchase,"Los Angeles",0
28167,"2024-03-16 10:50:35.602186",1218.86,976,refund,"New York",0
28168,"2024-01-23 08:57:35.602189",3064.01,669,purchase,Dallas,0
28169,"2024-07-20 02:43:35.602192",2013.5,314,purchase,"San Jose",0
28170,"2024-02-22 23:11:35.602196",1065.34,831,purchase,Phoenix,0
28171,"2024-04-19 18:37:35.602199",1195.05,215,purchase,Chicago,0
28172,"2024-08-02 15:09:35.602202",1623.89,523,refund,Phoenix,0
28173,"2023-11-22 04:33:35.602206",4156.52,53,purchase,Philadelphia,0
28174,"2024-02-06 15:01:35.602209",1404.53,918,refund,Dallas,0
28175,"2024-01-11 09:15:35.602213",1081.67,511,purchase,Houston,0
28176,"2024-04-11 20:31:35.602216",4313.37,305,refund,Houston,0
28177,"2024-10-21 06:34:35.602220",2322.51,48,purchase,Philadelphia,0
28178,"2024-08-10 14:17:35.602223",1519.41,149,refund,Dallas,0
28179,"2024-08-13 04:20:35.602226",3854.08,981,purchase,"San Diego",0
28180,"2023-11-19 04:47:35.602229",3761.94,377,refund,Phoenix,0
28181,"2024-06-23 06:32:35.602233",1440.58,474,refund,Chicago,0
28182,"2024-02-18 16:23:35.602236",2100.12,644,purchase,"San Diego",0
28183,"2024-07-13 23:41:35.602240",1273.31,151,refund,"San Antonio",0
28184,"2024-09-12 01:19:35.602243",4339.3,500,refund,Philadelphia,0
28185,"2024-07-27 04:13:35.602246",4330.51,349,purchase,Philadelphia,0
28186,"2024-07-02 01:06:35.602251",1755.55,846,refund,"Los Angeles",0
28187,"2023-11-12 06:45:35.602257",654.35,937,refund,"San Diego",0
28188,"2024-04-13 04:53:35.602263",1098.28,472,purchase,"New York",0
28189,"2024-04-10 23:32:35.602268",4345.29,195,purchase,"San Antonio",0
28190,"2024-05-28 13:13:35.602274",938.64,527,purchase,"Los Angeles",0
28191,"2024-05-10 17:13:35.602279",13.28,378,purchase,"San Jose",0
28192,"2024-03-23 23:57:35.602282",4766.78,186,refund,"San Jose",0
28193,"2024-09-08 02:35:35.602285",3847.53,49,refund,Chicago,0
28194,"2023-12-15 21:05:35.602289",135.28,878,purchase,Philadelphia,0
28195,"2024-02-18 17:38:35.602292",4068.87,624,purchase,Dallas,0
28196,"2024-06-01 03:30:35.602295",3111.07,980,refund,Houston,0
28197,"2023-12-30 00:43:35.602299",4120.9,222,refund,Dallas,0
28198,"2024-01-04 08:13:35.602302",2612.59,718,purchase,Phoenix,0
28199,"2024-02-10 09:21:35.602306",3910.8,219,purchase,Houston,0
28200,"2024-01-19 20:11:35.602309",1491.7,585,refund,"San Antonio",0
28201,"2023-12-22 12:50:35.602312",1123.76,82,purchase,"San Antonio",0
28202,"2024-09-07 08:58:35.602316",1097.53,661,purchase,Phoenix,0
28203,"2023-10-29 18:58:35.602319",1202.42,346,purchase,Philadelphia,0
28204,"2024-01-01 22:26:35.602323",3689.23,587,purchase,Dallas,0
28205,"2024-05-27 04:32:35.602326",2476.2,457,purchase,Chicago,0
28206,"2024-08-03 02:51:35.602329",2617.23,169,refund,Chicago,0
28207,"2024-08-28 01:32:35.602332",2666.61,840,refund,"New York",0
28208,"2024-01-06 00:56:35.602336",453.66,629,refund,"New York",0
28209,"2024-10-14 19:31:35.602340",3979.7,534,refund,"San Antonio",0
28210,"2024-06-07 06:52:35.602346",1524.04,76,purchase,"San Jose",0
28211,"2024-06-19 04:40:35.602351",345.29,141,refund,"Los Angeles",0
28212,"2024-03-01 23:12:35.602357",358.24,578,purchase,"New York",0
28213,"2024-09-19 02:08:35.602363",1704.73,987,refund,Philadelphia,0
28214,"2024-03-30 09:59:35.602366",830.54,219,refund,Dallas,0
28215,"2024-08-12 07:17:35.602369",1870.76,974,purchase,"San Jose",0
28216,"2024-05-13 10:51:35.602373",4048.9,19,purchase,"New York",1
28217,"2024-04-02 19:44:35.602376",2486.2,523,refund,"San Antonio",0
28218,"2024-06-28 12:08:35.602380",2850.82,640,purchase,Phoenix,0
28219,"2024-08-19 20:10:35.602384",3396.84,8,purchase,Dallas,0
28220,"2024-08-18 20:31:35.602387",4589.8,947,purchase,Dallas,0
28221,"2023-11-03 21:57:35.602390",4565.59,372,purchase,Phoenix,0
28222,"2023-11-30 00:28:35.602393",4914.7,671,purchase,Philadelphia,0
28223,"2024-08-05 03:44:35.602397",1662.6,864,purchase,Houston,0
28224,"2024-09-29 20:55:35.602400",4637.14,142,refund,"Los Angeles",0
28225,"2024-10-03 21:37:35.602404",4761.1,535,purchase,"San Diego",0
28226,"2024-06-25 19:33:35.602407",287.58,649,refund,Dallas,0
28227,"2024-02-11 19:20:35.602410",1457.5,841,refund,Phoenix,0
28228,"2024-08-09 02:52:35.602414",1303.79,798,refund,"San Jose",0
28229,"2023-12-26 08:32:35.602417",3459.26,866,refund,"San Antonio",0
28230,"2024-05-01 13:56:35.602421",3493.58,914,purchase,"San Jose",0
28231,"2023-11-17 03:11:35.602424",3075.71,30,purchase,"San Diego",0
28232,"2024-09-26 14:34:35.602427",3816.3,755,purchase,Dallas,0
28233,"2024-09-01 16:55:35.602430",4058.39,164,refund,Phoenix,0
28234,"2023-12-26 07:25:35.602434",4602.5,576,purchase,Houston,0
28235,"2024-01-06 13:47:35.602437",4479.47,188,refund,Chicago,0
28236,"2024-03-08 23:28:35.602441",2125.81,20,purchase,"San Antonio",0
28237,"2024-02-01 01:54:35.602444",3239.73,320,refund,"San Antonio",0
28238,"2024-08-07 05:30:35.602448",898.33,324,refund,Chicago,0
28239,"2024-08-11 01:22:35.602451",1182.78,561,purchase,"San Jose",0
28240,"2024-03-18 09:38:35.602454",4199.37,446,refund,"New York",0
28241,"2024-04-29 19:25:35.602458",3085.45,658,refund,Chicago,0
28242,"2023-12-08 03:05:35.602461",3272.81,719,refund,"San Jose",0
28243,"2024-03-08 23:24:35.602464",890.5,676,purchase,"San Antonio",0
28244,"2024-04-03 17:41:35.602467",1902.84,945,refund,Chicago,0
28245,"2023-12-27 17:59:35.602471",1316.24,437,purchase,"New York",0
28246,"2024-02-19 22:14:35.602474",317.34,987,refund,Dallas,0
28247,"2023-12-04 09:02:35.602477",3217.28,154,refund,Phoenix,0
28248,"2024-05-12 23:54:35.602481",1214.7,165,purchase,Philadelphia,0
28249,"2024-07-07 02:03:35.602484",4242.46,761,refund,"New York",0
28250,"2024-02-17 11:30:35.602487",1377.03,894,purchase,Phoenix,0
28251,"2023-11-08 11:46:35.602490",3433.98,441,refund,"San Antonio",0
28252,"2024-07-13 17:13:35.602494",3225.26,336,refund,Chicago,0
28253,"2024-09-05 23:20:35.602497",833.54,428,refund,"New York",0
28254,"2024-02-08 22:24:35.602500",3497.93,483,refund,Houston,0
28255,"2024-01-28 00:51:35.602504",4114.87,154,purchase,"San Jose",0
28256,"2024-05-15 16:02:35.602507",1068.61,308,purchase,Philadelphia,0
28257,"2024-06-16 10:08:35.602511",419.55,631,purchase,Houston,0
28258,"2024-09-07 21:58:35.602514",1235.06,530,purchase,"San Diego",0
28259,"2024-08-07 14:56:35.602517",3642.96,808,purchase,"San Jose",0
28260,"2024-03-27 16:40:35.602521",2000.51,624,purchase,Houston,0
28261,"2024-07-31 13:03:35.602524",860.28,552,purchase,Philadelphia,0
28262,"2024-07-22 09:42:35.602527",4793.73,516,refund,Dallas,0
28263,"2024-06-02 09:06:35.602533",3278.5,690,purchase,"San Jose",0
28264,"2024-08-07 19:01:35.602536",1566.76,605,refund,"San Jose",0
28265,"2024-02-23 03:25:35.602539",1582.17,4,purchase,"San Antonio",0
28266,"2024-09-24 03:58:35.602543",4252.32,731,refund,Houston,0
28267,"2024-10-19 13:42:35.602546",1202.54,989,purchase,Houston,0
28268,"2024-01-12 20:06:35.602549",2642.78,880,purchase,Phoenix,0
28269,"2024-05-30 18:56:35.602553",4804.51,616,purchase,"Los Angeles",0
28270,"2024-10-02 06:33:35.602556",2303.8,659,refund,"San Antonio",0
28271,"2024-08-18 09:52:35.602559",3140.07,928,purchase,"New York",0
28272,"2024-05-11 13:08:35.602562",4283.78,451,purchase,Phoenix,0
28273,"2024-03-17 10:20:35.602566",1808.83,941,purchase,Philadelphia,0
28274,"2023-12-22 08:38:35.602569",2795.56,447,refund,Houston,0
28275,"2024-06-18 13:53:35.602572",711.1,422,refund,Phoenix,0
28276,"2024-02-16 18:52:35.602575",4570.4,609,purchase,Chicago,0
28277,"2024-09-23 15:56:35.602579",4368.23,282,purchase,Dallas,0
28278,"2023-11-12 02:05:35.602582",3307.09,660,purchase,Chicago,0
28279,"2024-08-09 15:29:35.602585",2893.55,948,purchase,Phoenix,0
28280,"2024-07-23 14:29:35.602589",4089.12,956,purchase,Chicago,0
28281,"2024-08-31 20:39:35.602592",3264.21,452,refund,Phoenix,0
28282,"2024-10-14 11:43:35.602595",3805.77,350,refund,"San Diego",0
28283,"2023-12-31 20:59:35.602599",2620.87,683,purchase,"San Jose",0
28284,"2024-08-02 21:34:35.602602",3856.89,544,refund,"San Diego",0
28285,"2023-11-25 16:59:35.602605",4918.61,979,purchase,"San Diego",0
28286,"2023-12-11 15:38:35.602608",2462.94,235,purchase,Dallas,0
28287,"2024-05-13 19:03:35.602612",4858.24,810,purchase,"San Antonio",0
28288,"2024-07-14 14:12:35.602615",4539.71,89,purchase,"New York",0
28289,"2024-06-13 07:30:35.602618",3126.17,502,refund,"Los Angeles",0
28290,"2024-03-17 01:02:35.602622",130.14,197,refund,Phoenix,0
28291,"2023-11-15 12:42:35.602625",1509.95,841,purchase,"San Jose",0
28292,"2024-05-15 07:48:35.602628",3668.58,915,purchase,Chicago,0
28293,"2023-11-01 06:04:35.602632",1555.54,652,refund,Chicago,0
28294,"2024-02-17 20:22:35.602635",641.27,531,purchase,Philadelphia,0
28295,"2024-10-03 22:35:35.602638",3391.62,523,purchase,"New York",0
28296,"2024-09-24 07:12:35.602641",309.46,983,refund,"San Antonio",0
28297,"2023-12-26 22:18:35.602645",3106.05,480,refund,"Los Angeles",0
28298,"2024-01-23 19:19:35.602648",1433.38,100,refund,"San Diego",0
28299,"2023-11-15 20:46:35.602651",1875.17,436,refund,"San Antonio",0
28300,"2024-10-10 22:57:35.602655",4491.49,631,purchase,"San Antonio",0
28301,"2023-12-18 02:10:35.602658",1762.97,691,refund,Dallas,0
28302,"2024-07-01 03:24:35.602661",2296.72,832,refund,"San Antonio",0
28303,"2024-05-28 20:57:35.602665",3718.14,7,refund,Phoenix,0
28304,"2024-03-18 02:20:35.602668",325.67,926,refund,"San Jose",0
28305,"2024-09-25 02:04:35.602671",4374.67,232,purchase,"San Diego",0
28306,"2023-11-05 20:29:35.602675",1745.68,505,purchase,"San Antonio",0
28307,"2024-06-16 19:47:35.602678",1091.6,606,purchase,"New York",0
28308,"2023-11-24 23:03:35.602681",1191.01,12,refund,"New York",0
28309,"2024-09-23 07:27:35.602684",2002.12,939,refund,"San Jose",0
28310,"2024-05-03 18:13:35.602688",3341.22,38,refund,Houston,0
28311,"2024-09-18 22:03:35.602691",3787.33,333,purchase,"San Antonio",0
28312,"2024-02-10 10:39:35.602694",4162.49,396,refund,"New York",0
28313,"2024-07-26 22:53:35.602698",4031.31,841,purchase,"New York",0
28314,"2024-09-20 05:59:35.602707",753.4,822,refund,Houston,0
28315,"2024-01-13 21:55:35.602713",2447.81,481,refund,"San Diego",0
28316,"2024-02-05 16:13:35.602720",4194.2,686,purchase,Chicago,0
28317,"2024-10-16 08:55:35.602726",1786.49,723,purchase,Houston,0
28318,"2024-10-08 04:03:35.602733",3879.52,575,purchase,"Los Angeles",0
28319,"2024-06-10 05:49:35.602740",1227.17,418,refund,Philadelphia,0
28320,"2024-05-11 14:36:35.602746",4114.02,977,refund,"San Antonio",0
28321,"2024-09-27 05:06:35.602753",3035.89,721,purchase,"San Diego",0
28322,"2023-12-10 08:19:35.602759",1049.42,818,purchase,Dallas,0
28323,"2024-08-11 13:22:35.602764",2272.15,673,purchase,Phoenix,0
28324,"2024-03-07 18:50:35.602767",3585.69,821,refund,Dallas,0
28325,"2024-04-14 07:00:35.602770",2758.65,936,refund,"San Diego",0
28326,"2024-03-31 19:55:35.602773",1569.28,616,refund,"San Jose",0
28327,"2024-03-19 23:48:35.602777",1977.48,101,purchase,Philadelphia,0
28328,"2024-08-30 17:52:35.602780",1374.16,218,purchase,Philadelphia,0
28329,"2024-06-19 13:30:35.602784",3672.05,950,refund,"San Jose",0
28330,"2024-05-07 05:15:35.602787",3138.8,244,purchase,Phoenix,0
28331,"2023-12-06 22:33:35.602790",2915.8,215,refund,"San Antonio",0
28332,"2024-05-06 12:07:35.602793",2984.41,993,refund,Philadelphia,0
28333,"2023-12-29 21:59:35.602797",1742.9,919,purchase,Houston,0
28334,"2023-11-14 06:22:35.602800",3905.92,105,refund,Chicago,0
28335,"2024-07-28 06:47:35.602803",1533.88,779,refund,Philadelphia,0
28336,"2024-01-15 01:45:35.602807",3953.59,987,refund,Chicago,0
28337,"2024-09-21 18:11:35.602810",4156.19,623,purchase,Chicago,0
28338,"2024-05-23 11:43:35.602813",524.09,662,purchase,Phoenix,0
28339,"2023-12-15 21:40:35.602817",4859.99,389,refund,"San Diego",0
28340,"2024-08-11 14:39:35.602820",4633.27,884,purchase,Philadelphia,0
28341,"2024-10-05 16:06:35.602826",4949.41,939,refund,"San Antonio",0
28342,"2024-01-02 09:14:35.602832",1248.42,644,purchase,"San Jose",0
28343,"2024-04-19 13:21:35.602838",4974.27,808,refund,"New York",0
28344,"2024-08-02 13:13:35.602845",136,36,purchase,Dallas,0
28345,"2024-05-22 03:26:35.602852",2265.44,608,purchase,Philadelphia,0
28346,"2024-07-15 12:02:35.602858",982.05,391,refund,"San Jose",0
28347,"2024-08-21 02:59:35.602864",639,768,refund,Philadelphia,0
28348,"2024-04-10 20:09:35.602872",3202.32,820,purchase,"San Jose",0
28349,"2023-11-13 02:55:35.602878",3981.98,677,purchase,"San Jose",0
28350,"2023-12-31 07:37:35.602885",3727.28,12,purchase,"San Jose",0
28351,"2024-05-15 18:11:35.602891",333.67,312,purchase,"San Jose",0
28352,"2024-06-07 06:13:35.602896",1596.66,279,purchase,"San Jose",0
28353,"2024-06-04 12:52:35.602899",87.51,276,purchase,"San Diego",0
28354,"2024-10-02 16:44:35.602902",2013.71,791,refund,"New York",0
28355,"2023-11-25 23:06:35.602905",3333.46,539,purchase,Chicago,0
28356,"2024-01-04 14:36:35.602909",3091.91,577,refund,Houston,0
28357,"2024-04-15 15:01:35.602912",3222.1,992,purchase,"New York",0
28358,"2024-04-18 18:17:35.602916",4569.52,21,refund,"San Antonio",0
28359,"2023-12-08 11:10:35.602919",1882.29,165,refund,Chicago,0
28360,"2024-04-29 10:26:35.602922",3155.91,322,refund,Phoenix,0
28361,"2024-05-18 07:29:35.602926",1900.04,611,purchase,"San Antonio",0
28362,"2024-08-19 08:00:35.602929",2850.15,967,refund,"San Jose",0
28363,"2024-05-21 21:58:35.602933",4136.02,605,purchase,"New York",0
28364,"2024-04-22 04:56:35.602936",3382.43,220,refund,Chicago,0
28365,"2023-11-14 01:49:35.602939",300,212,refund,"San Antonio",0
28366,"2024-06-08 11:42:35.602943",1437.46,342,refund,Philadelphia,0
28367,"2024-09-30 16:15:35.602946",3703.31,98,refund,Houston,0
28368,"2024-07-12 07:53:35.602950",4809.8,576,refund,Dallas,0
28369,"2024-04-28 10:46:35.602953",2753.14,702,refund,"San Jose",0
28370,"2024-01-22 09:09:35.602956",4478.4,551,purchase,"Los Angeles",0
28371,"2024-01-16 11:23:35.602962",509.64,139,refund,"New York",0
28372,"2023-12-06 09:27:35.602968",2296.26,484,purchase,Houston,0
28373,"2024-07-30 05:54:35.602973",1362.26,859,purchase,"San Diego",0
28374,"2024-05-19 06:59:35.602978",1831.9,825,purchase,Houston,0
28375,"2023-12-16 17:35:35.602983",3868.39,146,purchase,Houston,0
28376,"2023-11-17 18:27:35.602989",2586.94,785,purchase,"Los Angeles",1
28377,"2024-02-01 05:25:35.602996",735.11,337,refund,"Los Angeles",0
28378,"2023-11-24 01:12:35.603002",3587.66,325,refund,"San Diego",0
28379,"2023-11-26 06:55:35.603007",935.44,445,refund,"New York",0
28380,"2024-09-11 22:00:35.603012",2066.27,725,purchase,Philadelphia,0
28381,"2024-03-02 10:03:35.603018",1315.56,973,refund,"San Jose",0
28382,"2024-05-12 22:18:35.603023",1373.46,889,refund,"New York",0
28383,"2024-02-29 23:34:35.603029",4180.58,502,refund,Dallas,0
28384,"2024-05-07 12:07:35.603035",190.53,719,refund,"Los Angeles",0
28385,"2024-06-02 15:53:35.603040",2164.93,997,purchase,Phoenix,0
28386,"2024-04-12 06:06:35.603046",3695.42,970,refund,Phoenix,0
28387,"2024-02-20 16:00:35.603051",4064.99,774,purchase,"San Diego",0
28388,"2023-11-24 18:20:35.603057",956.17,612,refund,Chicago,0
28389,"2024-03-10 07:01:35.603062",4314.69,496,purchase,"San Antonio",0
28390,"2024-04-10 09:25:35.603068",1542.02,771,refund,"San Diego",0
28391,"2023-10-30 02:22:35.603074",3387.21,687,purchase,Phoenix,0
28392,"2024-10-17 04:45:35.603079",1357.91,397,refund,"San Antonio",0
28393,"2024-06-29 09:44:35.603085",583.63,252,refund,Philadelphia,0
28394,"2024-04-25 01:16:35.603092",1228.54,842,purchase,Houston,0
28395,"2024-02-15 11:33:35.603098",3729.46,753,purchase,"Los Angeles",0
28396,"2024-07-19 11:44:35.603104",2788.07,105,refund,"San Jose",0
28397,"2023-11-02 14:35:35.603110",2439.36,287,purchase,"Los Angeles",0
28398,"2024-09-11 04:17:35.603116",3703.58,877,purchase,"San Antonio",0
28399,"2024-02-18 17:50:35.603122",2639.72,608,purchase,"San Antonio",0
28400,"2024-02-04 20:57:35.603129",2428.36,114,refund,"New York",0
28401,"2023-12-08 19:08:35.603133",3538.65,39,refund,"New York",0
28402,"2024-04-05 08:01:35.603137",1992.01,783,refund,Phoenix,0
28403,"2024-04-16 19:15:35.603140",1538.29,43,purchase,"San Jose",0
28404,"2024-07-31 10:46:35.603143",2108.82,597,purchase,Philadelphia,0
28405,"2024-06-30 17:57:35.603147",2378.46,432,purchase,"New York",0
28406,"2024-10-13 11:14:35.603150",4879.98,176,purchase,Houston,0
28407,"2024-05-06 04:07:35.603155",3893.45,669,purchase,"New York",0
28408,"2024-03-08 20:45:35.603161",1835.64,897,purchase,Chicago,0
28409,"2024-01-26 20:49:35.603167",184.48,968,purchase,"Los Angeles",0
28410,"2023-10-22 01:07:35.603173",4635.42,236,purchase,Dallas,0
28411,"2023-12-10 19:37:35.603179",4753.57,285,refund,Dallas,0
28412,"2024-03-09 16:28:35.603183",4041.69,380,refund,"Los Angeles",0
28413,"2024-03-02 18:20:35.603186",918.01,796,refund,Dallas,0
28414,"2023-11-28 09:04:35.603189",1338.67,988,refund,Philadelphia,0
28415,"2024-06-08 04:49:35.603193",620.73,165,refund,"Los Angeles",0
28416,"2024-09-19 07:36:35.603196",3956.56,825,refund,Houston,0
28417,"2024-09-23 02:13:35.603200",2352.07,608,purchase,"San Diego",0
28418,"2024-03-02 12:22:35.603203",4398.86,995,purchase,Houston,0
28419,"2023-12-27 11:43:35.603206",1334.91,158,refund,"San Antonio",0
28420,"2023-10-29 13:13:35.603209",1811.85,822,refund,"San Diego",0
28421,"2023-10-24 23:13:35.603213",3666.55,993,purchase,Phoenix,0
28422,"2024-10-10 11:34:35.603216",884.45,132,purchase,"San Diego",0
28423,"2024-03-08 19:44:35.603219",3741.79,615,refund,Chicago,0
28424,"2024-04-23 13:36:35.603223",680.35,161,purchase,"New York",0
28425,"2024-05-03 07:35:35.603226",4011.29,79,purchase,"San Diego",0
28426,"2024-09-04 02:16:35.603229",3213.63,261,purchase,"Los Angeles",0
28427,"2024-07-23 16:47:35.603233",798.45,216,purchase,Phoenix,0
28428,"2024-05-09 01:50:35.603236",175.22,451,purchase,Dallas,0
28429,"2024-08-19 09:33:35.603239",3016.33,538,refund,"Los Angeles",0
28430,"2024-06-29 07:01:35.603242",4458.58,390,purchase,Houston,0
28431,"2024-03-16 17:42:35.603246",3320.3,576,refund,Houston,0
28432,"2024-01-06 23:16:35.603249",270.34,399,refund,Chicago,0
28433,"2023-10-31 18:03:35.603252",1798.96,829,refund,Philadelphia,0
28434,"2024-06-27 17:08:35.603256",4049.84,170,purchase,"San Antonio",0
28435,"2024-09-22 20:01:35.603259",1251.88,334,purchase,Houston,0
28436,"2024-09-12 11:14:35.603263",2349.11,705,purchase,"Los Angeles",0
28437,"2024-02-18 03:24:35.603266",3918.42,574,refund,Phoenix,0
28438,"2024-09-13 06:30:35.603269",3300.97,192,refund,Chicago,0
28439,"2024-10-04 13:37:35.603272",4501,33,refund,Phoenix,0
28440,"2023-12-29 17:04:35.603276",4150.02,343,refund,Chicago,0
28441,"2024-09-08 12:03:35.603279",3271.75,236,refund,Chicago,0
28442,"2024-07-12 19:58:35.603282",291.03,643,purchase,"San Antonio",0
28443,"2024-07-08 02:13:35.603286",808.56,415,refund,Philadelphia,0
28444,"2024-09-13 16:33:35.603292",4875.03,922,refund,Houston,0
28445,"2023-11-30 23:55:35.603297",1420.59,904,refund,"Los Angeles",0
28446,"2024-05-29 13:12:35.603303",1073.03,429,refund,"San Antonio",0
28447,"2024-03-10 16:08:35.603309",4740.47,23,refund,"Los Angeles",0
28448,"2024-09-05 20:47:35.603312",1291.98,990,refund,Philadelphia,0
28449,"2023-11-04 19:41:35.603315",2523.03,823,refund,"Los Angeles",0
28450,"2024-01-17 05:21:35.603319",3070.8,614,refund,Philadelphia,0
28451,"2024-09-14 14:31:35.603322",4456.77,452,refund,"San Jose",0
28452,"2024-02-08 14:22:35.603326",1778.71,917,purchase,"Los Angeles",0
28453,"2024-01-25 07:59:35.603329",1491.49,637,refund,Chicago,0
28454,"2024-02-08 12:11:35.603332",658.82,226,purchase,Chicago,0
28455,"2024-02-23 08:22:35.603336",4954.2,553,refund,"San Jose",0
28456,"2024-03-02 08:33:35.603339",2478.77,402,refund,"San Jose",0
28457,"2024-03-09 06:54:35.603342",196.76,161,refund,Houston,0
28458,"2024-08-12 08:04:35.603346",1340.27,429,refund,"San Diego",0
28459,"2023-12-02 12:56:35.603349",829.84,506,purchase,Phoenix,0
28460,"2023-12-27 01:10:35.603352",1349.9,959,purchase,"New York",0
28461,"2024-07-20 03:33:35.603356",2058.38,448,purchase,Dallas,0
28462,"2024-07-29 04:29:35.603359",4566.91,988,purchase,"New York",0
28463,"2024-09-14 22:13:35.603363",1602.51,48,refund,Chicago,0
28464,"2024-01-29 07:20:35.603367",266.02,640,purchase,Chicago,0
28465,"2024-03-25 03:20:35.603373",772.32,404,refund,Dallas,0
28466,"2023-12-14 16:04:35.603378",4042.97,915,refund,"San Jose",0
28467,"2024-07-05 16:00:35.603384",4556.04,523,purchase,"New York",0
28468,"2024-07-05 01:59:35.603389",2617.3,792,purchase,Chicago,0
28469,"2024-02-25 10:25:35.603395",3722.19,326,purchase,"San Jose",0
28470,"2024-07-16 20:18:35.603401",4529.86,556,refund,"San Diego",0
28471,"2023-12-30 11:03:35.603404",2709.69,446,purchase,"San Antonio",0
28472,"2024-01-22 04:12:35.603408",3268.14,159,purchase,Dallas,0
28473,"2023-12-13 03:01:35.603411",878.91,640,refund,"San Diego",0
28474,"2024-07-01 12:20:35.603415",2313.06,480,refund,Houston,0
28475,"2024-03-18 10:36:35.603418",813.63,324,refund,Chicago,0
28476,"2023-12-03 23:08:35.603422",3347.76,586,purchase,"San Diego",0
28477,"2024-04-16 09:36:35.603429",113.04,280,refund,Houston,0
28478,"2024-04-15 00:34:35.603434",1784.64,5,purchase,Houston,0
28479,"2024-07-16 22:57:35.603439",666.13,713,purchase,Phoenix,0
28480,"2024-07-17 22:09:35.603444",4661.24,57,refund,Houston,0
28481,"2023-11-05 10:03:35.603449",127.32,6,refund,"New York",0
28482,"2024-09-20 22:06:35.603456",1218.53,357,refund,Chicago,0
28483,"2024-05-30 04:43:35.603461",633.86,289,purchase,Houston,0
28484,"2024-09-20 04:41:35.603467",2319.35,813,purchase,Houston,0
28485,"2024-06-21 02:33:35.603473",4481.86,539,refund,Philadelphia,0
28486,"2024-03-26 16:24:35.603479",2948.67,278,refund,"San Antonio",0
28487,"2024-05-08 15:18:35.603484",1034.12,989,purchase,"New York",0
28488,"2024-08-19 19:19:35.603490",2607.72,473,purchase,Phoenix,0
28489,"2024-06-07 10:27:35.603496",128.04,880,refund,"Los Angeles",0
28490,"2024-07-30 04:05:35.603502",308.02,370,purchase,"San Diego",0
28491,"2024-07-31 18:56:35.603506",2634.67,281,refund,Dallas,0
28492,"2024-07-05 01:21:35.603509",1697.78,729,refund,"San Antonio",0
28493,"2023-10-31 03:55:35.603512",1708.5,91,refund,"San Antonio",0
28494,"2024-05-16 09:25:35.603516",881.44,166,purchase,"New York",0
28495,"2023-11-11 16:21:35.603519",164.46,784,purchase,"New York",0
28496,"2024-09-17 07:53:35.603522",3864.1,218,purchase,Houston,0
28497,"2023-11-01 03:49:35.603526",793.68,364,purchase,Chicago,0
28498,"2024-01-09 15:55:35.603529",3268.62,543,refund,Phoenix,0
28499,"2024-01-04 04:36:35.603532",4353.67,967,purchase,Dallas,0
28500,"2024-01-16 11:16:35.603536",2917.48,993,purchase,"New York",0
28501,"2024-01-30 14:07:35.603539",4534.75,210,refund,Philadelphia,0
28502,"2024-09-27 05:55:35.603543",1783.64,818,purchase,Chicago,0
28503,"2023-12-22 22:05:35.603546",3027.49,425,purchase,"New York",0
28504,"2023-12-06 01:52:35.603549",3492.65,314,refund,Philadelphia,0
28505,"2024-06-16 08:46:35.603553",4035.96,225,refund,Chicago,0
28506,"2023-12-03 12:40:35.603556",3160.97,199,purchase,"New York",0
28507,"2024-05-26 08:03:35.603559",1315.41,908,refund,Dallas,0
28508,"2023-11-21 21:01:35.603563",548.61,194,purchase,Philadelphia,0
28509,"2024-07-24 18:08:35.603566",3763.77,78,refund,Philadelphia,0
28510,"2024-01-15 22:12:35.603569",3560.67,493,refund,"New York",0
28511,"2023-11-01 12:05:35.603573",1802.79,286,refund,"Los Angeles",0
28512,"2024-10-11 12:38:35.603576",4633.14,411,purchase,"Los Angeles",0
28513,"2024-06-28 11:55:35.603579",1851.78,14,refund,Phoenix,0
28514,"2024-02-24 06:06:35.603583",714.96,426,purchase,Houston,0
28515,"2024-02-20 00:45:35.603588",4993.22,667,purchase,"San Diego",0
28516,"2023-11-07 02:45:35.603594",2531.01,785,purchase,"New York",0
28517,"2023-11-02 03:03:35.603600",1025.94,25,refund,Phoenix,0
28518,"2024-07-24 22:30:35.603606",3466.55,42,refund,Chicago,0
